day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
20230816,86281042,0,r,R,210.89389795087942,54.31676195791988,43.78541946411133,25.55968475341797,40.605010986328125,7.434898853302002,2.05289888381958,64.24970245361328,5,0.02877107635140419,0.013287853449583054,10.0,7.0,2.0,2.0603983330091835,6.0,6.0,6.0,6.0,2.0,7.0
20230816,86281043,0,r,R,210.89392019566085,54.31688816628435,44.19389343261719,28.089969635009766,409.066162109375,20.226428985595703,2.250169038772583,83.34453582763672,8,0.018001211807131767,0.010656947270035744,100.0,8.0,36.0,2.2808656777596577,10.0,13.0,15.0,15.0,4.0,11.0
20230817,86292034,0,r,R,283.39041468076755,33.0403863107237,27.936803817749023,24.55884552001953,738.4891967773438,22.382888793945312,2.395953416824341,49.90318298339844,8,0.04097788408398628,0.020335519686341286,60.0,11.0,31.0,2.39903914603792,9.0,13.0,10.0,10.0,0.0,11.0
20230817,86292039,0,r,R,299.89584302002885,22.735872172780553,23.589107513427734,27.103273391723633,460.7253112792969,58.73309326171875,2.28092098236084,60.16918182373047,12,0.05462620407342911,0.03656071797013283,90.0,129.0,40.0,2.391662590969645,55.0,81.0,88.0,51.0,7.0,75.0
20230817,86292040,0,r,R,299.8952825703037,22.72792442518696,24.194883346557617,27.427154541015625,400.046142578125,85.82877349853516,2.472892999649048,98.8232421875,4,0.04445144534111023,0.02955763228237629,90.0,150.0,27.0,2.470356273196205,34.0,50.0,85.0,67.0,5.0,36.0
20230817,86292041,0,r,R,299.89475965551304,22.724129703067277,24.68667984008789,27.320268630981445,375.2788391113281,69.62237548828125,2.8576266765594482,480.3973693847656,1,0.06127552688121796,0.04400203004479408,90.0,159.0,19.0,2.5565877074167167,33.0,52.0,83.0,53.0,4.0,34.0
20230817,86292042,0,halpha,Halpha,299.89482992077103,22.724205406255148,25.093542098999023,24.359600067138672,22.24805450439453,117.88241577148438,2.4255576133728027,88.90582275390625,4,0.1285579949617386,0.07352695614099503,90.0,40.0,26.0,2.376896027617997,4.0,12.0,51.0,44.0,1.0,4.0
20230817,86292044,0,oiii,OIII,299.8422603645182,22.641436968122655,26.551876068115234,27.33556365966797,68.91095733642578,17.390459060668945,2.5096707344055176,111.28775024414062,2,0.15287603437900543,0.11136393249034882,180.0,4.0,58.0,2.5119354671876413,2.0,5.0,24.0,19.0,2.0,3.0
20230817,86292047,0,halpha,Halpha,355.1621214453797,26.23434396265938,21.476194381713867,23.80194091796875,2.69026780128479,6.152308940887451,2.271845579147339,79.38860321044922,8,0.07416858524084091,0.05485142394900322,60.0,9.0,25.0,2.2537678084547488,9.0,9.0,8.0,8.0,0.0,9.0
20230817,86292052,0,r,R,0.8097470330623823,16.142611048621422,24.676177978515625,28.718826293945312,412.5401611328125,20.517717361450195,1.803972601890564,47.763797760009766,10,0.009947706945240498,0.00431880634278059,180.0,12.0,52.0,1.8019072121691628,13.0,16.0,18.0,16.0,5.0,17.0
20230817,86292053,0,r,R,0.8097833702991195,16.142609458491258,24.170536041259766,28.654504776000977,410.83154296875,19.664670944213867,1.9504224061965942,55.64484405517578,12,0.012963219545781612,0.0072267078794538975,180.0,12.0,62.0,1.9481356042303535,16.0,19.0,16.0,14.0,4.0,22.0
