target,day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
2020wnt,20211114,79970144,0,i,I,56.662948556595,43.213271643112265,48.684017181396484,29.963897705078125,2343.925048828125,43.86259460449219,2.462282419204712,98.474853515625,102,0.011679199524223804,0.006020283326506615,650.0,59.0,165.0,2.462665939793597,134.0,152.0,138.0,131.0,24.0,190.0
2020wnt,20211122,80053154,0,r,R,56.68070918773161,43.22502033440614,31.682939529418945,25.81630516052246,169.82534790039062,11.333487510681152,2.115441083908081,79.71742248535156,36,0.03623157739639282,0.020765192806720734,10.0,50.0,12.0,2.116143830650662,43.0,43.0,44.0,44.0,3.0,50.0
2020wnt,20211122,80053157,0,r,R,56.680570504350634,43.22505435215089,37.248958587646484,30.32183265686035,8688.58203125,88.33715057373047,2.4996652603149414,97.99734497070312,51,0.014490832574665546,0.007160812150686979,650.0,55.0,134.0,2.49930033107363,61.0,67.0,95.0,93.0,23.0,82.0
2020wnt,20211122,80053158,0,r,R,56.68049322553121,43.22505360357374,39.302181243896484,30.339468002319336,8326.6923828125,85.76224517822266,2.466965675354004,99.93634033203125,40,0.013260201551020145,0.007428950164467096,650.0,60.0,192.0,2.4746344706097836,55.0,59.0,117.0,104.0,32.0,73.0
2020wnt,20211122,80053159,0,i,I,56.68057230735312,43.22509974264224,41.38357162475586,30.015888214111328,5624.51904296875,73.80624389648438,2.462352752685547,96.08766174316406,71,0.013678229413926601,0.00830826349556446,650.0,57.0,225.0,2.4607092742265313,81.0,91.0,117.0,116.0,27.0,115.0
2020wnt,20211122,80053160,0,i,I,56.68054179213178,43.225109728486686,43.41682434082031,29.976627349853516,5685.17236328125,70.73357391357422,2.919247627258301,127.45132446289062,45,0.019336821511387825,0.012114164419472218,650.0,59.0,152.0,2.9167914408923954,58.0,67.0,93.0,87.0,19.0,85.0
2020wnt,20211126,80094132,0,r,R,56.68342724892911,43.22388954087558,15.750292778015137,24.0147647857666,245.20130920410156,12.903072357177734,1.8240565061569214,74.84484100341797,16,0.04095792770385742,0.019567742943763733,10.0,25.0,11.0,1.8249498762576377,17.0,17.0,23.0,23.0,1.0,17.0
2020wnt,20211126,80094135,0,r,R,56.68365326016257,43.224126695742626,22.492612838745117,28.750659942626953,17219.806640625,124.46705627441406,2.209597110748291,86.65919494628906,31,0.02189885824918747,0.018433334305882454,650.0,54.0,159.0,2.2148826783286535,40.0,44.0,50.0,49.0,26.0,51.0
2020wnt,20211126,80094136,0,r,R,56.683602831041696,43.22418660600597,24.56352996826172,28.639738082885742,18745.455078125,118.30094909667969,2.2218008041381836,56.060306549072266,8,0.03619813174009323,0.028223175555467606,650.0,50.0,109.0,2.2680913865831442,32.0,38.0,13.0,13.0,25.0,46.0
2020wnt,20211126,80094137,0,i,I,56.68358140134666,43.224261914839175,27.346662521362305,28.41040802001953,9597.416015625,83.10272216796875,2.3645431995391846,91.00711059570312,55,0.02731214463710785,0.017540765926241875,650.0,62.0,130.0,2.3676501826829,67.0,68.0,71.0,69.0,23.0,82.0
2020wnt,20211126,80094138,0,i,I,56.68349473755622,43.22423069577017,29.42359161376953,28.59074592590332,8925.8271484375,79.94318389892578,2.2966654300689697,86.67869567871094,64,0.022841105237603188,0.016113653779029846,650.0,64.0,151.0,2.298180313170586,79.0,81.0,79.0,78.0,23.0,100.0
2020wnt,20211130,80135143,0,r,R,56.686066294593175,43.22628523767147,32.54435348510742,25.792678833007812,41.04115295410156,8.495274543762207,3.2815113067626953,170.07394409179688,27,0.032619163393974304,0.0163054708391428,10.0,35.0,5.0,3.283670770012846,40.0,52.0,28.0,28.0,4.0,63.0
2020wnt,20211130,80135146,0,r,R,56.68603262865643,43.22616624862467,38.08478546142578,30.348119735717773,2941.59521484375,45.15101623535156,2.5667343139648438,108.35263061523438,94,0.010952996090054512,0.005747998133301735,650.0,56.0,162.0,2.567206403315196,122.0,136.0,108.0,106.0,28.0,167.0
2020wnt,20211130,80135147,0,r,R,56.6859047557558,43.22618022383257,40.134281158447266,30.323286056518555,3184.435791015625,46.954246520996094,2.522630214691162,100.30193328857422,76,0.012655124068260193,0.00767059950158,650.0,56.0,171.0,2.522398317779901,119.0,130.0,104.0,98.0,20.0,160.0
2020wnt,20211130,80135148,0,i,I,56.6859680731913,43.22621489001813,42.181434631347656,29.912452697753906,2615.59619140625,47.22715759277344,2.220228910446167,76.60604095458984,86,0.01204212848097086,0.006406410597264767,650.0,53.0,180.0,2.220702107598265,114.0,128.0,125.0,120.0,30.0,168.0
2020wnt,20211202,80156128,0,r,R,56.68633956069764,43.22621651203831,22.839799880981445,25.835683822631836,33.22864532470703,8.013859748840332,2.8315482139587402,123.64167022705078,39,0.034283220767974854,0.018917318433523178,10.0,44.0,4.0,2.8414805487277865,51.0,54.0,41.0,41.0,4.0,65.0
2020wnt,20211202,80156131,0,r,R,56.686205131646815,43.2262374274069,28.670095443725586,30.362781524658203,2343.0380859375,40.32412338256836,2.9664270877838135,130.19346618652344,60,0.016886409372091293,0.0072669293731451035,650.0,52.0,233.0,2.964398422463618,88.0,99.0,100.0,85.0,19.0,124.0
2020wnt,20211202,80156132,0,r,R,56.6861120998317,43.226240650634814,30.74612808227539,30.365642547607422,2434.559326171875,40.8653450012207,2.877833604812622,125.87984466552734,65,0.0158313550055027,0.007055726833641529,650.0,51.0,171.0,2.8807161538349875,92.0,103.0,103.0,95.0,17.0,127.0
2020wnt,20211202,80156133,0,i,I,56.68607426526487,43.226285064345596,33.26410675048828,29.95758819580078,1742.2099609375,36.274478912353516,2.765256881713867,101.1598892211914,22,0.018238967284560204,0.008710546419024467,650.0,53.0,196.0,2.720712350286014,88.0,96.0,40.0,39.0,20.0,119.0
2020wnt,20211202,80156134,0,i,I,56.68598020845419,43.22630509062671,35.331207275390625,29.91924476623535,1710.201904296875,35.935386657714844,2.8671491146087646,126.58818817138672,18,0.020435623824596405,0.010516420938074589,650.0,55.0,196.0,2.7179197960447237,89.0,94.0,36.0,36.0,17.0,126.0
2023ixf,20230528,85480088,0,r,R,210.9093016460025,54.360830607383754,18.964365005493164,26.58292007446289,94.2392578125,9.936382293701172,3.121040105819702,168.6482696533203,5,3.715183022334756e-11,3.225864714240245e-11,20.0,3.0,15.0,3.0703029073388035,6.0,1.0,9.0,9.0,1.0,7.0
2023ixf,20230528,85480089,0,r,R,210.92031206531703,54.31013717178923,18.765281677246094,26.56100845336914,93.68160247802734,9.83003044128418,2.6859350204467773,138.57989501953125,8,0.036907028406858444,0.021133488044142723,20.0,9.0,9.0,2.693097108540518,9.0,10.0,8.0,8.0,2.0,9.0
2023ixf,20230528,85480093,0,r,R,210.91916031911245,54.3099985605793,17.75587272644043,26.589815139770508,87.54939270019531,9.723315238952637,3.501338481903076,187.74896240234375,4,0.01893284171819687,0.008493361063301563,20.0,5.0,10.0,3.497629041296545,7.0,7.0,8.0,8.0,1.0,7.0
2023ixf,20230528,85480094,0,r,R,210.91930350621882,54.31003450314617,17.535598754882812,26.55771255493164,89.18791198730469,9.73554801940918,3.292696952819824,169.85531616210938,8,0.029896818101406097,0.011430489830672741,20.0,8.0,6.0,3.294977312947585,8.0,9.0,9.0,9.0,1.0,8.0
2023ixf,20230528,85480106,0,r,R,210.9228238257372,54.30993204590356,18.254594802856445,26.560325622558594,76.19821166992188,9.241778373718262,3.77248477935791,178.89041137695312,5,0.04378632828593254,0.018964510411024094,20.0,6.0,13.0,3.7553793910004987,8.0,10.0,6.0,6.0,2.0,9.0
2023ixf,20230528,85480107,0,r,R,210.92259741968843,54.30989593752202,18.336835861206055,26.571247100830078,75.18131256103516,9.250199317932129,3.886817216873169,207.64195251464844,3,0.024198519065976143,0.012608340941369534,20.0,7.0,10.0,3.868346154626163,3.0,6.0,8.0,8.0,2.0,5.0
2023ixf,20230528,85480109,0,i,I,210.9227092706275,54.30997324549321,18.566484451293945,26.13629913330078,77.55361938476562,9.243501663208008,3.6397695541381836,191.79832458496094,2,0.00724481837823987,0.0045429617166519165,20.0,4.0,12.0,3.752921754626861,4.0,3.0,7.0,7.0,2.0,4.0
2023ixf,20230528,85480110,0,i,I,210.9228407580571,54.30988273108141,18.672847747802734,26.230266571044922,75.06246185302734,9.171570777893066,3.6950340270996094,189.4890594482422,6,0.05446286126971245,0.008486525155603886,20.0,4.0,12.0,3.670925733884135,9.0,10.0,9.0,9.0,0.0,9.0
2023ixf,20230528,85480111,0,i,I,210.8008247428256,54.31199845637901,18.80986976623535,28.60236358642578,75.14320373535156,9.188518524169922,3.468634843826294,163.73800659179688,8,2.5470027129048667e-11,2.6847460019019387e-11,20.0,3.0,10.0,3.4384562917738304,9.0,5.0,9.0,9.0,1.0,9.0
2023ixf,20230528,85480112,0,i,I,210.92281980134007,54.30989652162444,18.87594223022461,26.153995513916016,76.73709106445312,9.292755126953125,3.8367505073547363,204.82424926757812,5,0.04306445270776749,0.019955972209572792,20.0,6.0,5.0,3.833806306548317,6.0,6.0,8.0,8.0,2.0,6.0
2023ixf,20230528,85480113,0,i,I,210.92278112076914,54.30995265340989,18.986785888671875,26.221145629882812,73.88866424560547,9.011083602905273,3.3484020233154297,156.80335998535156,9,0.028510870411992073,0.0232947189360857,20.0,7.0,5.0,3.332683586645676,9.0,10.0,10.0,10.0,1.0,9.0
2023ixf,20230528,85480128,0,r,R,210.82608646240317,54.37423970199995,32.265323638916016,28.582164764404297,432.52587890625,16.593032836914062,3.78035306930542,187.10926818847656,5,4.9595036410998716e-11,5.36701065534384e-12,40.0,2.0,14.0,3.782097885846822,7.0,2.0,5.0,5.0,1.0,7.0
2023ixf,20230528,85480131,0,r,R,210.93042133009573,54.304215025683426,35.10002136230469,27.28984832763672,135.02883911132812,11.265902519226074,4.204625606536865,223.62904357910156,2,0.039491381496191025,0.02324177324771881,40.0,5.0,13.0,4.268365031025383,2.0,2.0,9.0,9.0,1.0,3.0
2023ixf,20230528,85480132,0,r,R,210.93052991070797,54.30417697596269,35.39225387573242,27.29827308654785,128.94180297851562,11.048359870910645,3.593475103378296,181.9046630859375,5,0.02024485543370247,0.013692415319383144,40.0,5.0,12.0,3.59619588803501,9.0,12.0,8.0,8.0,1.0,10.0
2023ixf,20230528,85480137,0,i,I,210.9305181053359,54.30428112587332,37.179405212402344,26.455812454223633,214.3948974609375,12.897852897644043,3.4255123138427734,169.5972137451172,4,0.031308211386203766,0.009522569365799427,40.0,5.0,13.0,3.4389665979985358,6.0,7.0,6.0,6.0,0.0,7.0
2023ixf,20230528,85480145,0,r,R,210.92586827144856,54.30477414049286,51.23368453979492,27.026742935180664,190.18008422851562,12.597179412841797,2.5451412200927734,95.22857666015625,10,0.01963942125439644,0.009372340515255928,40.0,9.0,15.0,2.528216725630187,13.0,14.0,11.0,11.0,0.0,15.0
2023ixf,20230520,85628092,0,r,R,210.9202972623962,54.309033890158155,23.757158279418945,25.877174377441406,36.83592987060547,8.07000732421875,2.7323386669158936,121.83757781982422,9,0.04757389426231384,0.027915988117456436,10.0,8.0,6.0,2.7222395155334422,9.0,10.0,9.0,9.0,1.0,9.0
2023ixf,20230520,85628095,0,r,R,210.92069004258283,54.309235063873324,22.006620407104492,27.793811798095703,217.16903686523438,14.592687606811523,2.636368751525879,121.27184295654297,11,0.015136199072003365,0.007037862669676542,60.0,7.0,31.0,2.6353633246646666,11.0,14.0,13.0,13.0,9.0,15.0
2023ixf,20230520,85628096,0,i,I,210.92067848923048,54.309187917673626,21.702558517456055,27.469730377197266,172.9272003173828,13.435202598571777,2.8320486545562744,131.48451232910156,10,0.024608636274933815,0.01270805299282074,60.0,9.0,19.0,2.8269116943723076,10.0,11.0,17.0,17.0,1.0,11.0
2023ixf,20230520,85628110,0,r,R,210.92129812097022,54.3094693913109,16.93865203857422,27.898775100708008,196.135009765625,18.993284225463867,3.042191505432129,99.9618148803711,0,0.021127698943018913,0.010100296698510647,60.0,8.0,17.0,3.097383827992574,1.0,1.0,4.0,4.0,3.0,1.0
2023ixf,20230520,85628111,0,i,I,210.92126294533094,54.309487150874226,16.96779441833496,27.45524787902832,161.17208862304688,13.47091293334961,2.705159902572632,121.17450714111328,10,0.01579357124865055,0.009812562726438046,60.0,8.0,29.0,2.7008930162169564,11.0,12.0,14.0,14.0,2.0,11.0
2023ixf,20230520,85628123,0,r,R,210.9276325171838,54.30953995918324,21.59891700744629,25.921192169189453,31.49272918701172,7.593033790588379,2.33213472366333,83.69232940673828,9,0.028076568618416786,0.010965706780552864,10.0,8.0,9.0,2.3254320339999324,10.0,11.0,9.0,9.0,0.0,12.0
2023ixf,20230520,85628128,0,r,R,210.92817568303295,54.30951905777349,22.638763427734375,27.814979553222656,196.68893432617188,13.890286445617676,3.9039950370788574,198.09547424316406,6,0.02994658052921295,0.01685856468975544,60.0,7.0,19.0,3.897531041775031,6.0,9.0,11.0,11.0,3.0,8.0
2023ixf,20230520,85628129,0,i,I,210.92823965133599,54.30949477578487,22.820051193237305,27.35700225830078,171.47035217285156,12.872408866882324,3.196272134780884,153.2205810546875,8,0.033149685710668564,0.028102556243538857,60.0,10.0,15.0,3.195618914316896,8.0,11.0,13.0,13.0,3.0,13.0
2023ixf,20230520,85628140,0,r,R,210.93158054783183,54.30956293918797,33.46541213989258,25.8867244720459,32.925846099853516,7.517354488372803,2.821000576019287,108.96743774414062,7,0.028319211676716805,0.022803569212555885,10.0,7.0,8.0,2.822066031757127,9.0,10.0,8.0,8.0,0.0,10.0
2023ixf,20230520,85628145,0,r,R,210.93114127703444,54.31000201765758,36.67268753051758,27.75376319885254,200.5533905029297,13.884415626525879,4.284911155700684,321.4473876953125,1,0.09974794834852219,0.10242846608161926,60.0,7.0,23.0,4.250289902447631,2.0,3.0,5.0,5.0,2.0,3.0
2023ixf,20230520,85628146,0,i,I,210.93127390699647,54.309892973187985,36.981788635253906,27.478912353515625,176.04434204101562,12.780350685119629,3.3655946254730225,160.95794677734375,9,0.03969639912247658,0.019707318395376205,60.0,10.0,24.0,3.367945702533887,11.0,13.0,14.0,14.0,2.0,13.0
2023ixf,20230520,85628153,0,r,R,210.9337845133469,54.31011287118132,45.92448806762695,25.87531852722168,30.32091522216797,7.429018497467041,2.2652876377105713,80.1505126953125,8,0.037763647735118866,0.015644649043679237,10.0,8.0,6.0,2.269190699571952,10.0,10.0,9.0,9.0,2.0,12.0
2023ixf,20230520,85628158,0,r,R,210.93387200343074,54.31008781699476,47.1947135925293,27.76287269592285,188.54808044433594,13.447064399719238,3.4586756229400635,179.93870544433594,7,0.03200304135680199,0.018730036914348602,60.0,10.0,24.0,3.45899858817257,8.0,7.0,8.0,8.0,3.0,10.0
2023ixf,20230520,85628159,0,i,I,210.93406296002877,54.31018312403488,47.4250373840332,27.29075050354004,173.36248779296875,12.661870956420898,3.3649954795837402,169.4117889404297,9,0.034669242799282074,0.015075409784913063,60.0,9.0,19.0,3.3652804980444246,10.0,10.0,11.0,11.0,3.0,13.0
2023ixf,20230520,85628161,0,r,R,210.9329808563035,54.311835627443465,49.89070510864258,25.863140106201172,31.45948028564453,7.6146769523620605,1.949540615081787,51.84250259399414,9,0.017037130892276764,0.011609802953898907,10.0,8.0,5.0,1.9494549441086508,11.0,11.0,10.0,10.0,0.0,12.0
2023ixf,20230520,85628166,0,r,R,210.93376637643243,54.31197498171981,51.10104751586914,27.790679931640625,192.74365234375,13.750977516174316,2.7177445888519287,110.8537826538086,7,0.025166427716612816,0.009969370439648628,60.0,10.0,23.0,2.711426502068817,8.0,10.0,11.0,11.0,2.0,11.0
2023ixf,20230520,85628167,0,i,I,210.93387935650574,54.311993795694505,51.327938079833984,27.426671981811523,173.006591796875,13.130070686340332,3.0581436157226562,133.6327667236328,8,0.023041026666760445,0.0033495372626930475,60.0,8.0,19.0,3.060746101695202,9.0,11.0,11.0,11.0,1.0,14.0
2023ixf,20230522,85649002,0,r,R,210.9216344751088,54.31116996737432,36.8737678527832,25.540428161621094,33.897308349609375,7.6223464012146,1.580690622329712,39.8369026184082,8,0.029631389304995537,0.016176937147974968,10.0,8.0,2.0,1.576344592893136,9.0,10.0,10.0,10.0,0.0,10.0
2023ixf,20230522,85649009,0,r,R,210.9220427401859,54.31128744819699,38.54420471191406,25.563547134399414,34.419044494628906,7.580920219421387,1.6971352100372314,43.89523696899414,9,0.030897343531250954,0.013064473867416382,10.0,9.0,6.0,1.6913807382283732,9.0,10.0,11.0,11.0,0.0,10.0
2023ixf,20230522,85649010,0,r,R,210.92206805420642,54.31137025841284,38.64781951904297,25.573759078979492,35.186073303222656,7.586409568786621,1.7462928295135498,44.765872955322266,8,0.030968312174081802,0.02230912819504738,10.0,7.0,8.0,1.7425527263610112,9.0,10.0,10.0,10.0,0.0,10.0
2023ixf,20230522,85649011,0,r,R,210.9221176030209,54.31135731782876,38.751434326171875,25.569116592407227,35.101558685302734,7.694032669067383,1.7438033819198608,51.375511169433594,8,0.025287305936217308,0.014220808632671833,10.0,9.0,2.0,1.7397696703748682,9.0,10.0,10.0,10.0,0.0,10.0
2023ixf,20230522,85649012,0,i,I,210.92198517323263,54.31125213205492,38.905372619628906,25.594472885131836,52.58659744262695,8.148173332214355,1.9469983577728271,55.644989013671875,11,0.02436092495918274,0.01242878008633852,10.0,9.0,5.0,1.9254493114329334,11.0,12.0,13.0,13.0,0.0,12.0
2023ixf,20230522,85649013,0,i,I,210.92213396598626,54.31123925227952,39.009002685546875,25.544816970825195,50.85723876953125,8.136106491088867,1.8443573713302612,53.56439971923828,11,0.03495817258954048,0.025478431954979897,10.0,8.0,9.0,1.8369214098798823,11.0,12.0,12.0,12.0,0.0,12.0
2023ixf,20230522,85649014,0,i,I,210.92201405404086,54.311379789559396,39.11279296875,25.55630111694336,51.45095443725586,8.099465370178223,1.9723823070526123,53.79792404174805,9,0.026320459321141243,0.008966649882495403,10.0,7.0,11.0,1.9659853851438092,10.0,11.0,12.0,12.0,0.0,11.0
2023ixf,20230522,85649020,0,r,R,210.9212923063419,54.31014756161108,44.778682708740234,25.542526245117188,39.659385681152344,8.826720237731934,1.447540283203125,34.5272331237793,9,0.018849628046154976,0.009972542524337769,10.0,7.0,7.0,1.4405405650557308,9.0,10.0,11.0,11.0,0.0,10.0
2023ixf,20230522,85649030,0,r,R,210.8533724920245,54.27195075510897,47.10498809814453,25.941627502441406,43.25543212890625,8.000381469726562,2.1163394451141357,64.41812133789062,7,1.144999720037454e-11,1.6192741592035986e-11,10.0,2.0,7.0,2.1149454916463664,9.0,3.0,7.0,7.0,0.0,11.0
2023ixf,20230522,85649031,0,r,R,210.9217313147,54.31032780370251,47.29589080810547,25.738460540771484,52.30721664428711,8.19564437866211,2.1724679470062256,64.19676971435547,9,0.035947393625974655,0.01846679113805294,12.0,8.0,5.0,2.1702755516453185,9.0,10.0,11.0,11.0,0.0,10.0
2023ixf,20230522,85649032,0,r,R,210.92148051434728,54.31027887917971,47.47882843017578,25.963972091674805,65.77705383300781,8.721772193908691,2.1072473526000977,55.54009246826172,9,0.030772076919674873,0.018281269818544388,15.0,8.0,4.0,2.0979381378776094,10.0,11.0,10.0,10.0,0.0,12.0
2023ixf,20230522,85649033,0,r,R,210.92156415514233,54.310233010983836,47.81632614135742,25.97410011291504,64.90751647949219,8.799538612365723,2.081730604171753,61.3807258605957,9,0.027311623096466064,0.010940194129943848,15.0,6.0,9.0,2.0813286379660654,9.0,10.0,9.0,9.0,0.0,11.0
