day_obs,visit,detector,band,physical_filter,ra,dec,zenithDistance,zeroPoint,skyBg,skyNoise,psfSigma,psfArea,nPsfStar,astromOffsetMean,astromOffsetStd,expTime,astrometry_matches_count,cosmic_ray_count,final_psf_sigma,matched_psf_star_count,photometry_matches_count,psf_available_star_count,psf_good_star_count,saturated_source_count,star_count
20240906,90151309,0,v,V,349.4987866171794,48.78091037112948,32.85883712768555,26.765789031982422,73.43222045898438,8.957643508911133,2.551867723464966,105.32564544677734,1,0.0801987498998642,0.03730534017086029,30.0,12.0,8.0,2.6259529537431074,7.0,7.0,19.0,18.0,1.0,8.0
20240906,90151310,0,v,V,349.4988382346188,48.78085244560925,33.030006408691406,26.737590789794922,73.91264343261719,8.860630989074707,3.7348079681396484,123.43930053710938,1,0.1449528932571411,0.08846374601125717,30.0,9.0,12.0,3.5010986933086072,15.0,19.0,7.0,7.0,5.0,21.0
20240906,90151312,0,v,V,349.4988665578779,48.780862253658135,33.37253189086914,26.74243927001953,75.39736938476562,8.878605842590332,3.653179407119751,168.32826232910156,10,0.03725855052471161,0.02346324361860752,30.0,13.0,9.0,3.664002196841838,36.0,54.0,12.0,12.0,7.0,61.0
20240906,90151313,0,v,V,349.49885195851243,48.78086327750544,33.5439338684082,26.738903045654297,75.16242218017578,8.967860221862793,3.4605886936187744,153.00645446777344,17,0.04908560588955879,0.021878423169255257,30.0,21.0,17.0,3.4373181732517346,41.0,58.0,18.0,18.0,7.0,68.0
20240906,90151314,0,v,V,349.49882989524303,48.78098257660907,33.715328216552734,26.716035842895508,75.44312286376953,9.018280029296875,3.698164224624634,210.77488708496094,0,0.16079014539718628,0.07833725959062576,30.0,13.0,10.0,3.5284741287016073,14.0,15.0,8.0,8.0,6.0,16.0
20240906,90151315,0,v,V,349.4988478915491,48.780891212342894,33.88674545288086,26.748594284057617,75.97317504882812,9.061675071716309,3.393428325653076,152.6118927001953,3,0.007647164631634951,0.006163857411593199,30.0,4.0,19.0,3.4202337766090194,11.0,16.0,10.0,10.0,8.0,17.0
20240906,90151316,0,v,V,349.4988673475453,48.78097173631411,34.05817794799805,26.753564834594727,75.79533386230469,9.002419471740723,3.284574031829834,145.218505859375,1,0.1892983764410019,0.1622726172208786,30.0,9.0,8.0,3.2607446174573407,16.0,19.0,10.0,10.0,8.0,22.0
20240906,90151317,0,v,V,349.4988900824276,48.78092387633879,34.229671478271484,26.695301055908203,76.66993713378906,8.85555648803711,3.4509949684143066,153.2672882080078,4,0.04281558841466904,0.02129291743040085,30.0,9.0,17.0,3.4496265555891488,21.0,32.0,9.0,9.0,7.0,35.0
20240906,90151318,0,v,V,349.49889951782797,48.78101236519922,34.401180267333984,26.736478805541992,76.8022689819336,8.856708526611328,3.493870735168457,154.62789916992188,5,0.20757922530174255,0.15814094245433807,30.0,10.0,15.0,3.4353083641545936,39.0,58.0,7.0,7.0,6.0,64.0
20240906,90151319,0,v,V,349.4988372051165,48.78095849529734,34.57277297973633,26.72808837890625,77.0414810180664,8.917048454284668,3.482144594192505,157.69155883789062,5,0.02916172705590725,0.016347642987966537,30.0,6.0,13.0,3.4893440852402757,33.0,43.0,8.0,8.0,8.0,50.0
20240906,90151320,0,v,V,349.49888165123895,48.78093927357734,34.744319915771484,26.730125427246094,76.999267578125,8.944944381713867,3.4356894493103027,157.3687286376953,16,0.03869817405939102,0.020476853474974632,30.0,15.0,24.0,3.4466605472542473,40.0,56.0,16.0,16.0,7.0,66.0
20240906,90151321,0,v,V,349.49887717677024,48.78096373603114,34.915889739990234,26.733692169189453,77.84495544433594,9.05891227722168,3.575871467590332,165.1616668701172,13,0.03858520835638046,0.026042485609650612,30.0,22.0,13.0,3.5583244566447663,34.0,53.0,21.0,19.0,5.0,62.0
20240906,90151322,0,v,V,349.49884984510726,48.78091502868495,35.0875244140625,26.72848892211914,77.6083755493164,9.092666625976562,3.6309077739715576,175.35128784179688,18,0.048009347170591354,0.020594481378793716,30.0,24.0,9.0,3.627053740864219,36.0,52.0,20.0,20.0,8.0,57.0
20240906,90151323,0,v,V,349.49884405821757,48.780990592902775,35.259185791015625,26.693944931030273,78.38272094726562,9.005423545837402,3.5737342834472656,174.7765655517578,8,0.06417271494865417,0.023339251056313515,30.0,10.0,18.0,3.577432176481669,40.0,51.0,13.0,13.0,6.0,55.0
20240906,90151324,0,v,V,349.4988226251184,48.780976439203094,35.43083190917969,26.7219295501709,79.09602355957031,8.869871139526367,3.577040910720825,161.77264404296875,8,0.038718100637197495,0.02119223214685917,30.0,13.0,15.0,3.552096169363718,39.0,56.0,10.0,10.0,9.0,66.0
20240906,90151325,0,v,V,349.49883618559255,48.78096243697109,35.602439880371094,26.724714279174805,78.92090606689453,8.850854873657227,3.498373508453369,167.38856506347656,15,0.04246179014444351,0.02860097587108612,30.0,22.0,12.0,3.4959351673630095,35.0,51.0,20.0,20.0,8.0,57.0
20240906,90151326,0,v,V,349.4990056557095,48.78093479811527,35.77399444580078,26.705434799194336,79.626953125,8.892878532409668,3.384751319885254,153.83961486816406,17,0.05064988508820534,0.037583306431770325,30.0,23.0,16.0,3.3634726725827373,23.0,34.0,26.0,26.0,7.0,38.0
20240906,90151327,0,v,V,349.498913882202,48.78100827913402,35.94570541381836,26.728452682495117,80.13292694091797,9.010659217834473,3.4977948665618896,161.03628540039062,4,0.04360074922442436,0.0266790259629488,30.0,9.0,12.0,3.477540928290219,28.0,37.0,7.0,7.0,4.0,47.0
20240906,90151328,0,v,V,349.49887723449336,48.78100436629441,36.11739730834961,26.748416900634766,79.87642669677734,9.061575889587402,3.5027506351470947,154.78697204589844,6,0.03997208550572395,0.00989474356174469,30.0,11.0,16.0,3.5005520857336063,11.0,13.0,13.0,13.0,6.0,17.0
20240906,90151329,0,v,V,349.4989589897673,48.78113983578394,36.28901290893555,26.617103576660156,80.8307113647461,9.111994743347168,3.481994867324829,61.81838607788086,2,0.23070254921913147,0.0678301677107811,30.0,7.0,6.0,3.433276306567071,10.0,11.0,5.0,5.0,6.0,12.0
20240906,90151330,0,v,V,349.49890736648,48.781066997622915,36.4607048034668,26.63204574584961,81.2608642578125,9.050869941711426,3.4018430709838867,105.72712707519531,3,0.03691595420241356,0.02347264252603054,30.0,8.0,15.0,3.408960179789471,10.0,13.0,6.0,6.0,7.0,11.0
20240906,90151331,0,v,V,349.49891242987724,48.78111441333456,36.63237380981445,26.73416519165039,81.76715087890625,9.049055099487305,3.432206392288208,165.1813201904297,3,0.03796353191137314,0.020687254145741463,30.0,5.0,8.0,3.410179930612039,8.0,16.0,7.0,7.0,8.0,15.0
20240906,90151332,0,v,V,349.49892235526346,48.78105342428187,36.80403518676758,26.718446731567383,82.20930480957031,9.105853080749512,3.744499444961548,187.0439910888672,5,0.02282358892261982,0.006603955756872892,30.0,7.0,8.0,3.685053235070321,27.0,47.0,7.0,7.0,7.0,53.0
20240906,90151333,0,v,V,349.49890804889725,48.781063177816904,36.9756965637207,26.725698471069336,82.53941345214844,9.186210632324219,3.488776445388794,140.34719848632812,2,0.27355608344078064,0.15599729120731354,30.0,8.0,13.0,3.463991050873042,35.0,46.0,6.0,6.0,4.0,48.0
20240906,90151334,0,v,V,349.4990368746467,48.781296683270604,37.14725112915039,26.74196434020996,82.87751007080078,9.222509384155273,3.7347946166992188,213.98255920410156,1,0.19683127105236053,0.10895673930644989,30.0,9.0,13.0,3.7702814537470433,10.0,13.0,10.0,10.0,7.0,12.0
20240906,90151335,0,v,V,349.4989500135945,48.78113222197492,37.318946838378906,26.699420928955078,82.54032897949219,9.251008033752441,3.3191335201263428,103.44062805175781,1,0.1720920354127884,0.1425657868385315,30.0,10.0,11.0,3.3058343907375334,10.0,11.0,6.0,6.0,5.0,11.0
20240906,90151338,0,v,V,349.49899518940134,48.78127719181078,37.83386993408203,26.758655548095703,84.5760498046875,9.255362510681152,1.4007902145385742,80.81527709960938,1,0.19477950036525726,0.12497555464506149,30.0,9.0,17.0,2.4253081298365786,2.0,2.0,8.0,8.0,5.0,2.0
20240906,90151339,0,v,V,349.4989420459515,48.78117231467755,38.0055046081543,26.72175407409668,83.9675521850586,9.287079811096191,3.410648822784424,157.9852294921875,16,0.05119084566831589,0.037118539214134216,30.0,22.0,17.0,3.4124333339895982,40.0,53.0,18.0,18.0,3.0,64.0
20240906,90151340,0,v,V,349.49898442397415,48.7812344869132,38.177040100097656,26.75963592529297,85.01902770996094,9.324336051940918,3.3321480751037598,115.94548797607422,0,0.10422629117965698,0.06655354797840118,30.0,10.0,21.0,3.325940509088045,29.0,36.0,7.0,7.0,9.0,39.0
20240906,90151341,0,v,V,349.49897488832323,48.78119903170239,38.34864807128906,26.699289321899414,85.5461196899414,9.283824920654297,3.2352421283721924,147.46974182128906,3,0.2074049413204193,0.16063162684440613,30.0,19.0,6.0,3.231731049074773,38.0,47.0,14.0,13.0,8.0,49.0
20240906,90151342,0,v,V,349.4989854220863,48.78120380025401,38.52014923095703,26.716739654541016,85.29924774169922,9.2206392288208,3.3568546772003174,149.6147918701172,11,0.019840331748127937,0.010676353238523006,30.0,12.0,14.0,3.3839412902410064,39.0,50.0,11.0,11.0,8.0,60.0
20240906,90151343,0,v,V,349.4989228103714,48.7811294220152,38.691707611083984,26.697813034057617,85.76048278808594,9.238653182983398,3.214859962463379,105.1472396850586,0,0.11353128403425217,0.06748166680335999,30.0,4.0,14.0,3.149947211197316,9.0,10.0,9.0,9.0,7.0,10.0
20240906,90151344,0,v,V,349.4989819541357,48.781222328525466,38.86314010620117,26.708398818969727,86.68647766113281,9.328513145446777,3.39310622215271,138.6735382080078,25,0.06855885684490204,0.03852580115199089,30.0,29.0,14.0,3.3786836646900174,38.0,49.0,32.0,32.0,8.0,56.0
20240906,90151345,0,v,V,349.49901102176256,48.78118560865326,39.03457260131836,26.781782150268555,86.93518829345703,9.364439010620117,3.2204368114471436,150.6044158935547,1,0.08050574362277985,0.051646001636981964,30.0,9.0,14.0,3.2469433909045495,8.0,9.0,15.0,15.0,4.0,9.0
20240906,90151346,0,v,V,349.4989797186167,48.78125749707928,39.20602035522461,26.705305099487305,87.59275817871094,9.324031829833984,3.570126533508301,163.79966735839844,10,0.029135091230273247,0.01808997057378292,30.0,16.0,6.0,3.4989036552475565,21.0,30.0,21.0,21.0,7.0,36.0
20240906,90151348,0,v,V,349.4989763419532,48.781183408307335,39.548789978027344,26.71320152282715,88.50517272949219,9.264423370361328,3.597954511642456,156.94757080078125,9,0.1195322796702385,0.09079653024673462,30.0,13.0,15.0,3.590852210633144,30.0,51.0,11.0,11.0,7.0,57.0
20240906,90151349,0,v,V,349.49891405146946,48.78122053661526,39.72018051147461,26.694326400756836,88.17955017089844,9.292332649230957,3.4551196098327637,155.40509033203125,11,0.0596364364027977,0.0294499471783638,30.0,14.0,15.0,3.4608434404089667,23.0,34.0,15.0,15.0,6.0,38.0
20240906,90151350,0,v,V,349.4989397606034,48.7812452407062,39.89145278930664,26.703590393066406,89.6226806640625,9.382984161376953,2.685338258743286,148.8993377685547,4,0.04767192155122757,0.02346418984234333,30.0,9.0,8.0,3.481289563629749,26.0,37.0,8.0,8.0,6.0,45.0
20240906,90151351,0,v,V,349.49894231410536,48.781210743134835,40.062705993652344,26.69984245300293,89.48457336425781,9.434052467346191,3.308030843734741,132.34780883789062,10,0.035394102334976196,0.007912732660770416,30.0,7.0,14.0,3.2916908000649516,34.0,49.0,12.0,12.0,6.0,53.0
20240906,90151352,0,v,V,349.4989537871844,48.78117460281119,40.23391342163086,26.69156837463379,89.63854217529297,9.333073616027832,3.592684268951416,166.40020751953125,2,0.11838606745004654,0.03665323182940483,30.0,8.0,15.0,3.485747113105531,31.0,43.0,9.0,9.0,7.0,41.0
20240906,90151353,0,v,V,349.4989822833227,48.78130178747757,40.405059814453125,26.695037841796875,90.6400146484375,9.235735893249512,3.6241252422332764,168.18869018554688,11,0.043739017099142075,0.022946417331695557,30.0,21.0,5.0,3.63115432298501,25.0,43.0,20.0,20.0,7.0,50.0
20240906,90151354,0,v,V,349.49905759197776,48.78142487611603,40.57614517211914,26.688852310180664,90.7091064453125,9.232088088989258,3.3224503993988037,76.04708099365234,0,0.16565488278865814,0.11200816929340363,30.0,7.0,20.0,3.38054372984724,6.0,8.0,5.0,5.0,7.0,9.0
20240906,90151356,0,v,V,349.49891978227004,48.78126577689381,40.918453216552734,26.726058959960938,92.44283294677734,9.419920921325684,3.4363062381744385,159.90074157714844,4,0.025425540283322334,0.0029084975831210613,30.0,7.0,19.0,3.50799958955198,8.0,11.0,9.0,9.0,7.0,11.0
20240906,90151357,0,v,V,349.4989514628523,48.78128506490107,41.08942794799805,26.692262649536133,92.63358306884766,9.471745491027832,3.6200361251831055,166.1609344482422,12,0.04712553694844246,0.03849973529577255,30.0,15.0,15.0,3.609176441155831,35.0,50.0,14.0,14.0,8.0,60.0
20240906,90151359,0,v,V,349.49898372038075,48.781300818243686,41.43128204345703,26.689001083374023,93.69095611572266,9.31935977935791,3.50815749168396,160.42172241210938,6,0.03171510621905327,0.015119664371013641,30.0,11.0,12.0,3.5237978722275263,20.0,30.0,11.0,11.0,6.0,34.0
20240906,90151360,0,v,V,349.4990443468273,48.7813085390464,41.60209274291992,26.737045288085938,94.86225891113281,9.328201293945312,3.2012557983398438,144.7935028076172,3,0.04295753315091133,0.01810731366276741,30.0,6.0,14.0,3.2856699282540447,7.0,11.0,7.0,7.0,3.0,10.0
20240906,90151362,0,v,V,349.4989607426381,48.78133759230925,41.94369888305664,26.728517532348633,95.1708984375,9.475133895874023,3.5808448791503906,165.07760620117188,12,0.04471084102988243,0.01538050640374422,30.0,17.0,19.0,3.576730518402169,38.0,53.0,13.0,13.0,5.0,64.0
20240906,90151363,0,v,V,349.4990305977339,48.78135262548617,42.11433792114258,26.701547622680664,95.42061614990234,9.539690971374512,3.2089788913726807,135.48146057128906,23,0.03704315423965454,0.018504386767745018,30.0,33.0,14.0,3.2124061565175484,43.0,61.0,25.0,25.0,2.0,70.0
20240906,90151364,0,v,V,349.4989660160967,48.78137348134266,42.2850227355957,26.721384048461914,96.00872802734375,9.529609680175781,3.4974427223205566,144.99728393554688,6,0.06347677856683731,0.05342941731214523,30.0,8.0,13.0,3.520319169762962,25.0,41.0,9.0,9.0,5.0,45.0
20240906,90151365,0,v,V,349.4989903661631,48.78137551393654,42.45559310913086,26.6981258392334,96.43108367919922,9.465940475463867,3.564507246017456,161.71438598632812,6,0.08056916296482086,0.05910967290401459,30.0,11.0,16.0,3.5737461587985493,34.0,48.0,10.0,10.0,8.0,60.0
20240906,90151366,0,v,V,349.4990157896962,48.78132517553307,42.62617492675781,26.69872283935547,96.97119140625,9.462297439575195,3.502617359161377,154.79025268554688,7,0.03982440009713173,0.02831149473786354,30.0,14.0,9.0,3.5006324549876413,25.0,38.0,12.0,12.0,7.0,45.0
20240906,90151367,0,v,V,349.4989961100977,48.78143406877418,42.7966423034668,26.731197357177734,97.50330352783203,9.798650741577148,3.706937313079834,183.140625,10,0.05935310199856758,0.0186090599745512,30.0,12.0,14.0,3.701461700027861,28.0,41.0,12.0,12.0,6.0,47.0
20240906,90151368,0,v,V,349.4989891461054,48.781430532919366,42.96703338623047,26.73133659362793,97.57832336425781,9.597518920898438,3.4695348739624023,151.08030700683594,16,0.0397232249379158,0.023890666663646698,30.0,22.0,11.0,3.47296159357024,34.0,52.0,20.0,20.0,6.0,58.0
20240906,90151369,0,v,V,349.4990178469872,48.781440347574204,43.13736343383789,26.72635841369629,98.79471588134766,9.641916275024414,3.3099172115325928,144.44029235839844,8,0.090955451130867,0.03393682464957237,30.0,13.0,13.0,3.381061192395564,20.0,29.0,18.0,18.0,6.0,32.0
20240906,90151370,0,v,V,349.4990781087411,48.781442294747755,43.30758285522461,26.722942352294922,99.47538757324219,9.54224681854248,3.6224138736724854,171.5686492919922,7,0.060221221297979355,0.02665339782834053,30.0,12.0,15.0,3.633265788809114,25.0,40.0,9.0,9.0,8.0,45.0
20240906,90151371,0,v,V,349.4990496004736,48.781441281459564,43.4777946472168,26.69222640991211,99.41758728027344,9.470172882080078,3.460909843444824,142.8175811767578,17,0.03139963001012802,0.01349841058254242,30.0,24.0,7.0,3.4572857469162415,35.0,52.0,23.0,22.0,4.0,56.0
20240906,90151372,0,v,V,349.4990509953346,48.781435800108156,43.647945404052734,26.694377899169922,100.17829132080078,9.478809356689453,3.574223041534424,150.7687530517578,14,0.049591630697250366,0.0211920365691185,30.0,22.0,11.0,3.5817619176017663,31.0,45.0,18.0,17.0,7.0,50.0
20240906,90151373,0,v,V,349.4990549076746,48.78141559248242,43.817996978759766,26.69121742248535,101.32505798339844,9.568901062011719,3.6129932403564453,164.7559814453125,10,0.05154363065958023,0.04201439768075943,30.0,16.0,12.0,3.5890125116591958,33.0,54.0,14.0,14.0,9.0,60.0
20240906,90151374,0,v,V,349.4990181590687,48.781466420965835,43.987998962402344,26.684602737426758,101.5111312866211,9.935373306274414,3.709616184234619,168.74253845214844,11,0.027205336838960648,0.01246609352529049,30.0,10.0,6.0,3.712058697558216,24.0,33.0,13.0,13.0,8.0,40.0
20240906,90151375,0,v,V,349.49907945020624,48.7815332337221,44.15785598754883,26.733440399169922,102.43815612792969,9.71397590637207,3.1491270065307617,134.4004364013672,29,0.052168142050504684,0.030918745324015617,30.0,33.0,11.0,3.1307619273771046,41.0,55.0,35.0,34.0,9.0,62.0
20240906,90151376,0,v,V,349.49911316362034,48.78160287960872,44.327659606933594,26.707895278930664,103.2300796508789,9.891879081726074,3.5164084434509277,96.62922668457031,0,0.3478841483592987,0.19350238144397736,30.0,6.0,3.0,3.5482377992045295,16.0,19.0,6.0,6.0,7.0,20.0
20240906,90151377,0,v,V,349.49900193628804,48.78154704693665,44.497528076171875,26.69508934020996,103.96554565429688,9.849533081054688,3.680997371673584,149.939208984375,6,0.0491657517850399,0.019187703728675842,30.0,9.0,11.0,3.6090937566130887,17.0,24.0,12.0,12.0,10.0,31.0
20240906,90151378,0,v,V,349.49905081333713,48.78154714991793,44.66718292236328,26.678096771240234,104.8358154296875,10.076312065124512,3.4620087146759033,144.42196655273438,11,0.06493689864873886,0.04344489425420761,30.0,21.0,15.0,3.451792545686767,21.0,32.0,24.0,24.0,8.0,35.0
20240906,90151379,0,v,V,349.49903926619163,48.78159770556976,44.836788177490234,26.698348999023438,106.32292938232422,9.731771469116211,3.3826792240142822,152.6245574951172,21,0.04533980041742325,0.02055862732231617,30.0,23.0,15.0,3.3755524470051004,42.0,56.0,23.0,23.0,2.0,64.0
20240906,90151380,0,v,V,349.499050865068,48.781542041798055,45.00634002685547,26.6744441986084,106.91558074951172,11.102275848388672,3.7761459350585938,183.47802734375,11,0.028459420427680016,0.009242730215191841,30.0,7.0,18.0,3.7509091319944097,18.0,31.0,16.0,15.0,5.0,33.0
20240906,90151381,0,v,V,349.49902529971564,48.781558325802344,45.17580032348633,26.714378356933594,109.33999633789062,11.288833618164062,3.651956796646118,175.59091186523438,9,0.02314746007323265,0.006926278118044138,30.0,12.0,7.0,3.6636651153785067,19.0,25.0,13.0,13.0,5.0,31.0
20240906,90151383,0,v,V,349.4990682211768,48.78160712483357,45.51442337036133,26.667692184448242,113.42391967773438,10.962754249572754,3.8383524417877197,189.19732666015625,13,0.027615681290626526,0.016723280772566795,30.0,22.0,20.0,3.8465140471442134,21.0,27.0,18.0,18.0,6.0,34.0
20240906,90151385,0,v,V,349.4990691306295,48.78161843075125,45.85276794433594,26.679542541503906,118.45326232910156,10.225918769836426,3.515561819076538,153.77822875976562,5,0.06134270876646042,0.04357951879501343,30.0,11.0,8.0,3.484349223725007,17.0,29.0,10.0,10.0,5.0,37.0
20240906,90151386,0,v,V,349.4990442701834,48.78163485524827,46.021820068359375,26.712575912475586,121.82149505615234,10.563502311706543,3.364987850189209,133.8943634033203,4,0.013949904590845108,0.00452107610180974,30.0,6.0,8.0,3.3861231886411267,14.0,19.0,8.0,8.0,8.0,19.0
20240906,90151387,0,v,V,349.49908228781806,48.78164110596044,46.19072723388672,26.67718505859375,125.13258361816406,10.889931678771973,3.5163638591766357,155.18612670898438,11,0.04581933468580246,0.026141464710235596,30.0,24.0,9.0,3.5142915434595197,21.0,29.0,23.0,23.0,5.0,34.0
20240906,90151388,0,v,V,349.4991322723858,48.781624502890686,46.35958480834961,26.62624168395996,129.16232299804688,10.53794002532959,2.8557028770446777,100.5009765625,1,0.05170888453722,0.026665132492780685,30.0,5.0,18.0,2.8916986442322554,2.0,2.0,25.0,24.0,7.0,2.0
20240906,90151389,0,v,V,349.4990939947313,48.78164762569228,46.528358459472656,26.65898323059082,134.32498168945312,13.036616325378418,3.756704807281494,174.9034881591797,6,0.03504975885152817,0.013415342196822166,30.0,14.0,8.0,3.7389648574920606,18.0,26.0,13.0,13.0,5.0,29.0
20240906,90151390,0,v,V,349.49905251113483,48.78168775215967,46.69704055786133,26.703981399536133,140.822998046875,17.074695587158203,3.7282702922821045,170.36231994628906,4,0.03739069402217865,0.021554064005613327,30.0,15.0,17.0,3.746461820140675,6.0,9.0,12.0,12.0,3.0,11.0
20240906,90151393,0,v,V,349.4990791449763,48.78173531111406,47.202457427978516,26.676855087280273,167.31944274902344,11.672645568847656,3.3447694778442383,140.29640197753906,11,0.04261777922511101,0.017785735428333282,30.0,16.0,16.0,3.3394462379661283,33.0,42.0,15.0,15.0,4.0,53.0
20240907,90162077,0,v,V,349.4934619770786,48.77644610957178,41.88706588745117,25.532958984375,27.481307983398438,6.722144603729248,3.172029733657837,154.65093994140625,18,0.041031062602996826,0.022042443975806236,10.0,24.0,3.0,3.167028636411465,26.0,38.0,20.0,19.0,4.0,43.0
20240907,90162078,0,v,V,349.47800510229774,48.78336360598308,41.01054382324219,25.554887771606445,27.27791404724121,6.82844877243042,2.728754758834839,118.25164794921875,31,0.052138447761535645,0.023066500201821327,10.0,35.0,8.0,2.728993660945355,37.0,43.0,32.0,32.0,1.0,47.0
